!	! ⚠️ ❕ ❗️
!!	!! ‼️
!?	!? ⁉️
#	# #️⃣
$	$ 💰
孿頭髮女人	孿頭髮女人 👩‍🦱
孿頭髮男人	孿頭髮男人 👨‍🦱
孿髮	孿髮 👨‍🦱 👩‍🦱
宅	宅 🏠 😐 😑
宅女	宅女 👩🏻‍💻
宅男	宅男 👨🏻‍💻
宅邸	宅邸 🏠 🏡
宇宙飛船	宇宙飛船 🚀
宇航員	宇航員 👨‍🚀 👩‍🚀 🧑🏻‍🚀 🧑‍🚀 🚀 🛰
宇航員女	宇航員女 👩🏻‍🚀
宇航員男	宇航員男 👨🏻‍🚀
守口如瓶	守口如瓶 🤐
守密	守密 🤐
守望相助	守望相助 👀
守衞	守衞 👮‍♂️ 💂🏻
守衞女	守衞女 💂🏻‍♀️
守衞男	守衞男 💂🏻‍♂️
守護天使	守護天使 👼
安保系統	安保系統 🚨
安全別針	安全別針 🧷
安全巡邏	安全巡邏 🚓 🚔
安全帽	安全帽 ⛑️ ⛑️️ 👷‍♀️ 👷‍♂️
安全扣針	安全扣針 🧷
安全眼鏡	安全眼鏡 🥽
安全第一	安全第一 ⛑️️
安全背心	安全背心 🦺
安全警報	安全警報 🚨
安全鏡	安全鏡 🥽
安哥拉	安哥拉 🇦🇴
安哥拉國旗	安哥拉國旗 🇦🇴
安哥拉旗	安哥拉旗 🇦🇴
安圭拉	安圭拉 🇦🇮
安圭拉國旗	安圭拉國旗 🇦🇮
安圭拉旗	安圭拉旗 🇦🇮
安圭拉旗幟	安圭拉旗幟 🇦🇮
安地卡及巴布達	安地卡及巴布達 🇦🇬
安地卡及巴布達國旗	安地卡及巴布達國旗 🇦🇬
安地卡國旗	安地卡國旗 🇦🇬
安坐	安坐 🪑
安奎拉	安奎拉 🇦🇮
安奎拉國旗	安奎拉國旗 🇦🇮
安奎拉旗幟	安奎拉旗幟 🇦🇮
安安	安安 🐼
安寧	安寧 ✌️
安心	安心 😌
安息	安息 💀
安慰	安慰 🤗
安提瓜和巴布達	安提瓜和巴布達 🇦🇬
安提瓜和巴布達國旗	安提瓜和巴布達國旗 🇦🇬
安提瓜和巴布達旗	安提瓜和巴布達旗 🇦🇬
安提瓜旗	安提瓜旗 🇦🇬
安珀警報	安珀警報 🚨
安琪兒	安琪兒 👼
安道爾	安道爾 🇦🇩
安道爾國旗	安道爾國旗 🇦🇩
安道爾旗	安道爾旗 🇦🇩
安靜	安靜 🤐 🤫 😶
完了	完了 😔
完成	完成 ✅
完美	完美 👌
宏都拉斯	宏都拉斯 🇭🇳
宏都拉斯國旗	宏都拉斯國旗 🇭🇳
宗教信仰	宗教信仰 🛕
宗教場所	宗教場所 🛐
宗教建築	宗教建築 🛐
定時器	定時器 ⏲️ ⏲️️
定食	定食 🍱
客棧	客棧 🏨
客氣	客氣 😎
客滿	客滿 🈵️
客船	客船 🛳
客輪	客輪 🛳 🛳️
宣誓	宣誓 ✊🏻
室內	室內 🎮 👾
室內電話	室內電話 ☎️ 📞
宮燈	宮燈 🏮
害怕的臉	害怕的臉 😨
害怕的表情	害怕的表情 😨
害羞	害羞 ☺️ 🤗 😊 😚 😳 🙈
害臊	害臊 ☺️
宴會	宴會 🥳
宴會帽	宴會帽 🥳
家	家 🏚 🏠 🏡 🚽 🚿 🛁
家事	家事 🧹 🧺 🧽
家務	家務 🧹 🧺 🧽
家務事	家務事 🧹
家居	家居 🧹 🛏
家居清潔	家居清潔 🧺 🧽
家居用品	家居用品 🧹 🧼 🧽
家庭作業	家庭作業 📚
家庭娛樂	家庭娛樂 🎯 🎲
家庭影片	家庭影片 📹
家庭用品	家庭用品 🧼 🧽
家庭遊戲	家庭遊戲 🎯 🎲
家庭錄像帶	家庭錄像帶 📹
家庭錄影帶	家庭錄影帶 📹
家政	家政 🧹
家用	家用 🧹 🧼 🧽
家用品	家用品 🧼 🧽
家用器具	家用器具 🧹
家用物品	家用物品 🧹 🧼 🧽
家禽腿	家禽腿 🍗
家禽腿肉	家禽腿肉 🍗
容我思索一下	容我思索一下 🤔
容我想想	容我想想 🤔
宿營	宿營 ⛺️
宿醉	宿醉 😵
寄件匣	寄件匣 📤
寄件箱	寄件箱 📤
寄倉袋	寄倉袋 🧳
寄出的郵件	寄出的郵件 📬
寄出郵件	寄出郵件 📬
寄居蟹	寄居蟹 🐚
寄居蟹殼	寄居蟹殼 🐚
寄生物	寄生物 🦠
寄生菌	寄生菌 🦠
寄生蟲	寄生蟲 🦠
寄生蟹	寄生蟹 🐚
密克羅尼西亞	密克羅尼西亞 🇫🇲
密克羅尼西亞國旗	密克羅尼西亞國旗 🇫🇲
密克羅尼西亞旗	密克羅尼西亞旗 🇫🇲
密克羅尼西亞旗幟	密克羅尼西亞旗幟 🇫🇲
密克羅尼西亞羣島	密克羅尼西亞羣島 🇫🇲
密克羅尼西亞羣島旗幟	密克羅尼西亞羣島旗幟 🇫🇲
密克隆旗	密克隆旗 🇵🇲
密克隆旗幟	密克隆旗幟 🇵🇲
密克隆群島旗	密克隆群島旗 🇵🇲
密探	密探 🕵️‍♀️ 🕵️‍♂️
密碼	密碼 🔏
密鑰	密鑰 🔐
富	富 🤑
富圖納旗	富圖納旗 🇼🇫
富圖那旗幟	富圖那旗幟 🇼🇫
富圖那群島旗	富圖那群島旗 🇼🇫
富士山	富士山 🗻
富士山脈	富士山脈 🗻
富有	富有 🤑
富翁	富翁 🤑
寒冬	寒冬 ❄️ 🥶
寒冷	寒冷 ❄️ 🥶
寒冷的表情	寒冷的表情 🥶
寒冷表情	寒冷表情 🥶
寒顫	寒顫 🥶
寢車	寢車 🚃
實驗	實驗 🔬 🧪 🧫
實驗人員	實驗人員 👨‍🔬 👩‍🔬
實驗室人員	實驗室人員 👨‍🔬 👩‍🔬 🥼
實驗室儀器	實驗室儀器 🧪
實驗室器材	實驗室器材 🧪
實驗室培養	實驗室培養 🧫
實驗室培養皿	實驗室培養皿 🧫
實驗室外套	實驗室外套 🥼
實驗室外衣	實驗室外衣 🥼
實驗室工作服	實驗室工作服 🥼
實驗室技術人員	實驗室技術人員 👨‍🔬 👩‍🔬 🥼
實驗室技術員	實驗室技術員 👨‍🔬 👩‍🔬 🥼
實驗室生長	實驗室生長 🧫
實驗室用品	實驗室用品 🧪
實驗室袍	實驗室袍 🥼
實驗室設備	實驗室設備 🧪
實驗工作服	實驗工作服 🥼
實驗技師	實驗技師 👨‍🔬 👩‍🔬 🥼
實驗服	實驗服 🥼
實驗袍	實驗袍 🥼
審判長	審判長 👨‍⚖️ 👩‍⚖️
審查	審查 🤬
寫	寫 ✍️ ✍🏻️
寫作	寫作 ✍️ ✍🏻️
寫作業	寫作業 📝
寫信	寫信 ✍🏻️
寫字	寫字 ✍️ ✍🏻️ ✏️ ✒️ 📝 🖊 🖋 🖍
寫字板	寫字板 📝
寫字樓	寫字樓 🏢
寫歌	寫歌 🎼
寫筆記	寫筆記 📝
寫緊字嘅手	寫緊字嘅手 ✍️
寬吻海豚	寬吻海豚 🐬
寬度	寬度 ↔️
寮國	寮國 🇱🇦
寮國國旗	寮國國旗 🇱🇦
寵物犬	寵物犬 🐕‍🦺
寵物狗	寵物狗 🐕‍🦺
寶寶天使	寶寶天使 👼
寶瓶座	寶瓶座 ♒️
寶石	寶石 💎 💠
寶藏	寶藏 🏴‍☠️
寶貝	寶貝 👶 👶🏻
寶貝天使	寶貝天使 👼
寺廟	寺廟 ⛩️ 🕍 🛐 🛕
寺院	寺院 🛐
封口	封口 🤐
封路	封路 ⛔️
封閉	封閉 🏚
射手	射手 ♐️
射手座	射手座 ♐️
射箭	射箭 🏹
射鏢	射鏢 🎯
射靶	射靶 🎯
射飛鏢	射飛鏢 🎯
專家	專家 🧑🏻‍🔬
專家女	專家女 👩🏻‍🔬
專家男	專家男 👨🏻‍🔬
專心	專心 🙇‍♀️ 🙇‍♂️
專注	專注 🙇‍♀️ 🙇‍♂️
尊敬	尊敬 ✊
尋呼機	尋呼機 📟
尋找	尋找 👀
對	對 🆚️
對上	對上 🆚️
對不對	對不對 😈
對不起	對不起 🤗 🙏🏻
對抗	對抗 🆚️
對比	對比 🆚️
對決	對決 🤺 🆚️
對白	對白 🗯️
對着筆記本電腦的人	對着筆記本電腦的人 👨‍💻 👩‍💻
對着筆記本電腦的女人	對着筆記本電腦的女人 👩‍💻
對着筆記本電腦的男人	對着筆記本電腦的男人 👨‍💻
對着電腦的人	對着電腦的人 👨‍💻 👩‍💻
對着電腦的女人	對着電腦的女人 👩‍💻
對着電腦的男人	對着電腦的男人 👨‍💻
對號座	對號座 🈯️
對蝦	對蝦 🍤 🦐
對話框	對話框 🗯️
對話氣泡	對話氣泡 💬 💭 🗯
對話氣泡中的眼睛	對話氣泡中的眼睛 👁‍🗨
對話氣球	對話氣球 💬
對話泡泡	對話泡泡 💬 💭 🗯
對話泡泡中有眼睛	對話泡泡中有眼睛 👁‍🗨
對象	對象 👒
導入手機	導入手機 📲
導師	導師 👨‍🏫 👩‍🏫
導彈	導彈 🚀
導演	導演 🎬
導演板	導演板 🎬
導盲	導盲 🦮
導盲杖	導盲杖 🦯
導盲犬	導盲犬 🦮
導航	導航 🧭
導航儀器	導航儀器 🧭
小bb	小bb 👶 👼
小三角	小三角 🔺 🔻
小丑	小丑 🤡
小丑撲克牌	小丑撲克牌 🃏
小丑樣	小丑樣 🤡
小丑臉	小丑臉 🤡
小丑面	小丑面 🤡
小丑魚	小丑魚 🐠
小仙子	小仙子 🧚 🧚‍♀️ 🧚‍♂️
小休	小休 🛏
小你	小你 🤬
小你娘親	小你娘親 🤬
小傢伙	小傢伙 👶
小兔	小兔 🐰
小兔兔	小兔兔 🐰
小兔子	小兔子 🐰
小公主	小公主 👸
小冰塊	小冰塊 🧊
小包	小包 👝
小包包	小包包 👝
小區	小區 🏘️
小喇叭	小喇叭 🎺
小吃	小吃 🍿
小型公共汽車	小型公共汽車 🚐
小型客機	小型客機 🛩
小型巴士	小型巴士 🚐
小型摩托車	小型摩托車 🏍 🛵
小型汽車	小型汽車 🚗
小型航班	小型航班 🛩
小型貨車	小型貨車 🚙
小型車	小型車 🚗
小型飛機	小型飛機 🛩
小天使	小天使 👼
小天鵝	小天鵝 🦢
小女孩	小女孩 👧
小女童	小女童 👧
小嬰兒	小嬰兒 👶
小孩	小孩 👨‍👦 👨‍👦‍👦 👨‍👧 👨‍👧‍👦 👨‍👧‍👧 👨‍👨‍👦 👨‍👨‍👦‍👦 👨‍👨‍👧 👨‍👨‍👧‍👦 👨‍👨‍👧‍👧 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩‍👦 👩‍👦‍👦 👩‍👧 👩‍👧‍👦 👩‍👧‍👧 👩‍👩‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧 👪 👶 🧒 🧒🏻
小孩子	小孩子 👶
小學	小學 🏫
小學女生	小學女生 👩‍🎓
小學生	小學生 👨‍🎓 👩‍🎓
小學男生	小學男生 👨‍🎓
小寫	小寫 🔡 🔤
小寫字母	小寫字母 🔡 🔤
小寫字母的輸入符號	小寫字母的輸入符號 🔡
小寫字母輸入符號	小寫字母輸入符號 🔡
小寶寶	小寶寶 👶 👼
小寶貝	小寶貝 👶
小屋	小屋 ⛺️ 🏕
小島	小島 🌴 🏝 🏝️
小巴	小巴 🚐
小巴士	小巴士 🚐
小強	小強 🪳
小心兒童	小心兒童 🚸
小心兒童符號	小心兒童符號 🚸
小憩	小憩 💤 😑 😴 🛏
小手包	小手包 👝
小手提包	小手提包 👝
小手袋	小手袋 👝
小推車	小推車 🛒
小提琴	小提琴 🎻
小教堂	小教堂 💒
小斧頭	小斧頭 🪓
小方塊	小方塊 ▪️ ▫️
小朋友	小朋友 👶 🧒
小木偶	小木偶 🤥
小棚屋	小棚屋 ⛺️ 🏕
小樣	小樣 😏 😠 😾
小歇	小歇 🛏
小氣	小氣 🙁
小氣鬼	小氣鬼 🙁
小水珠	小水珠 💧
小汽車駛來	小汽車駛來 🚍 🚖
小洋裝	小洋裝 👗
小漢堡	小漢堡 🍔
小火車	小火車 🚂
小烏龜	小烏龜 🐢
小熊	小熊 🐻
小爪	小爪 🐾
小狗	小狗 🐕 🐶
小狗狗	小狗狗 🐶
小狗眼	小狗眼 🥺
小狗臉部	小狗臉部 🐶
小狗頭部	小狗頭部 🐶
小珠子	小珠子 📿
小瓶	小瓶 🧪
小男孩	小男孩 👦
小男童	小男童 👦
小白兔	小白兔 🐇 🐰
小白方	小白方 ▫️
小白球	小白球 ⛳️ 🏌️‍♀️ 🏌️‍♂️
小白色正方形	小白色正方形 ▫️
小白菜	小白菜 🥬
小白鼠	小白鼠 🐁
小的白線方框	小的白線方框 ▫️
小的黑線方框	小的黑線方框 ▪️
小皮包	小皮包 👝
小睡	小睡 💤 😴 🛏
小矮妖	小矮妖 🍀
小票	小票 🧾
小禮拜堂	小禮拜堂 💒
小禮服	小禮服 👗
小童	小童 👶 🧒 🧒🏻
小童廁所	小童廁所 🚼
小籠包	小籠包 🥟
小籠湯包	小籠湯包 🥟
小精靈	小精靈 🍀 🧚‍♀️ 🧚‍♂️
小組遊戲	小組遊戲 🎯 🎳
小綠人	小綠人 👽
小羊駝	小羊駝 🦙
小老虎	小老虎 🐯
小耳朵	小耳朵 📡
小耳朵衞星	小耳朵衞星 📡
小耳朵衞星天線	小耳朵衞星天線 📡
小聲	小聲 🔉 🤫
小航機	小航機 🛩
小艇	小艇 ⛵️ 🚤 🛥
小菜	小菜 🥗
小菱形	小菱形 🔸 🔹
小號	小號 🎺
小蛋糕	小蛋糕 🍰 🧁
小行星	小行星 ☄️ 💫
小袋	小袋 👝
小袋子	小袋子 👝
小袋鼠	小袋鼠 🦘
小説	小説 📕
小豬	小豬 🐖 🐷 🐽
小貓	小貓 🐈 🐱
小貓咪	小貓咪 🐱
小貓崽	小貓崽 🐱
小貓臉	小貓臉 🐱
小貨車	小貨車 🚙 🚚 🚛
小販	小販 👲🏻
小費	小費 🈂️
小軍鼓	小軍鼓 🥁
小輪摩托車	小輪摩托車 🛵
小轎車	小轎車 🚗
小辣椒	小辣椒 🌶
小醜	小醜 🤡
小錢包	小錢包 👛 👝
小錢袋	小錢袋 👜
小鍵盤	小鍵盤 🔢
小陣雨	小陣雨 🌦
小雞	小雞 🐔 🐣 🐤 🐥
小雞仔	小雞仔 🐣 🐥
小雞仔臉	小雞仔臉 🐤
小雞仔頭	小雞仔頭 🐤
小雞寶寶	小雞寶寶 🐤
小雞正面	小雞正面 🐥
小雞臉部	小雞臉部 🐔
小雞表情	小雞表情 🐤
小雞頭部	小雞頭部 🐔
小雨	小雨 🌦 🌧
小雲朵後的太陽	小雲朵後的太陽 🌤
小飛機	小飛機 🛩 🛩️
小飾品	小飾品 📿
小餅	小餅 🥮
小鬼	小鬼 👶 🧚‍♀️ 🧚‍♂️
小魚	小魚 🐟
小鳥	小鳥 🐦 🦅 🦆 🦉
小鳥臉部	小鳥臉部 🐦
小鳥頭部	小鳥頭部 🐦
小鴨	小鴨 🐣 🐤 🐥
小鴨仔	小鴨仔 🐥
小鴨子	小鴨子 🐣 🐥
小鴨子臉	小鴨子臉 🐤
小鴨子頭	小鴨子頭 🐤
小鴨表情	小鴨表情 🐤
小鴨鴨	小鴨鴨 🐣
小麥	小麥 🌾 🍞
小黃	小黃 🚕 🚖
小黃正面	小黃正面 🚖
小黃瓜	小黃瓜 🥒
小黃蜂	小黃蜂 🐝
小黑方	小黑方 ▪️
小黑色正方形	小黑色正方形 ▪️
小鼓	小鼓 🥁
小鼠	小鼠 🐁
小龍蝦	小龍蝦 🦞
少兒不宜	少兒不宜 🔞
少女雞尾酒	少女雞尾酒 🍹
少許	少許 🤌🏻
尖叫	尖叫 😱 🙀
尖叫的貓	尖叫的貓 🙀
尖酸	尖酸 😼
尖頂帽	尖頂帽 🥳
尖頭筆	尖頭筆 ✒️ 🖋
尚比亞	尚比亞 🇿🇲
尚比亞國旗	尚比亞國旗 🇿🇲
就坐	就坐 🪑
就快無時間	就快無時間 ⏳
就快降落	就快降落 🛬
就死	就死 😵
就無時間	就無時間 ⌛️ ⏳
就那樣	就那樣 😌 😏 😼
尷尬症	尷尬症 😩
尺	尺 📏 📐
尺子	尺子 📏 📐
尺骨	尺骨 🦴
尺骨骨骼	尺骨骨骼 🦴
尼加拉瓜	尼加拉瓜 🇳🇮
尼加拉瓜國旗	尼加拉瓜國旗 🇳🇮
尼加拉瓜旗	尼加拉瓜旗 🇳🇮
尼日	尼日 🇳🇪
尼日利亞	尼日利亞 🇳🇬
尼日利亞國旗	尼日利亞國旗 🇳🇬
尼日利亞旗	尼日利亞旗 🇳🇬
尼日國旗	尼日國旗 🇳🇪
尼日爾	尼日爾 🇳🇪
尼日爾國旗	尼日爾國旗 🇳🇪
尼日爾旗	尼日爾旗 🇳🇪
尼泊爾	尼泊爾 🇳🇵
尼泊爾國旗	尼泊爾國旗 🇳🇵
尼泊爾旗	尼泊爾旗 🇳🇵
尼維斯國旗	尼維斯國旗 🇰🇳
尼維斯旗	尼維斯旗 🇰🇳
尼龍包	尼龍包 🎒
尼龍袋	尼龍袋 🎒
尿布別針	尿布別針 🧷
尿布扣針	尿布扣針 🧷
局部下雨	局部下雨 🌦
局部有雨	局部有雨 🌦
局部陣雨	局部陣雨 🌦
屁	屁 💨 😛
居住	居住 🏠
居酒屋	居酒屋 🏮
居酒屋燈籠	居酒屋燈籠 🏮
屈伸的二頭肌	屈伸的二頭肌 💪
屋	屋 🏘 🏠 🏡
屋企	屋企 🏠
屋子	屋子 🏚 🏠 🏡
屋門	屋門 🚪
屎	屎 💩
屎屎	屎屎 💩
屏幕	屏幕 📺
展會	展會 🎫
展覽會	展覽會 🎟 🎫
屙屎	屙屎 💩
屠刀	屠刀 🔪
屠妖節	屠妖節 🪔
屬兔	屬兔 🐰
屬牛	屬牛 🐮
屬狗	屬狗 🐶
屬猴	屬猴 🐵
屬虎	屬虎 🐯
屬蛇	屬蛇 🐍
屬豬	屬豬 🐷
屬貓	屬貓 🐱
屬雞	屬雞 🐔
屬馬	屬馬 🐴
屬鼠	屬鼠 🐭
屬龍	屬龍 🐲
山	山 ⛰️ ⛰️️ 🌁 🌄 🌋 🏔 🗻
山上日出	山上日出 🌄
山上旭日	山上旭日 🌄
山上火車	山上火車 🚞
山上纜車	山上纜車 🚠
山上鐵路	山上鐵路 🚞
山區火車	山區火車 🚞
山區鐵路	山區鐵路 🚞
山地列車	山地列車 🚞
山地單車	山地單車 🚵🏻
山地單車女	山地單車女 🚵🏻‍♀️
山地單車男	山地單車男 🚵🏻‍♂️
山地日出	山地日出 🌄
山地索道	山地索道 🚠
山地自行車	山地自行車 🚵‍♀️ 🚵‍♂️ 🚵🏻
山地自行車女	山地自行車女 🚵🏻‍♀️
山地自行車男	山地自行車男 🚵🏻‍♂️
山地自行車騎手	山地自行車騎手 🚵
山地車	山地車 🚵‍♀️ 🚵‍♂️ 🚵🏻
山地車女	山地車女 🚵🏻‍♀️
山地車男	山地車男 🚵🏻‍♂️
山地騎行	山地騎行 🚵🏻
山地騎行女	山地騎行女 🚵🏻‍♀️
山地騎行男	山地騎行男 🚵🏻‍♂️
山坡上	山坡上 ⛷
山峯	山峯 ⛰️
山嶺	山嶺 ⛰️
山川	山川 ⛰️ 🏔
山林	山林 🌳
山楊	山楊 🌳
山水	山水 🏞️
山羊	山羊 ♑️ 🐐 🐑
山羊之角	山羊之角 🤘
山羊座	山羊座 ♑️
山脈	山脈 ⛰️ ⛰️️ 🌁 🌄 🏔 🏞 🗻
山脈圖片	山脈圖片 🌄
山芋	山芋 🍠
山藥	山藥 🍠
山豬	山豬 🐗
山軌	山軌 🚞
山雀	山雀 🐥
山頂纜車	山頂纜車 🚞 🚠
山頭嘅日出	山頭嘅日出 🌄
山頭的日出	山頭的日出 🌄
岡比亞	岡比亞 🇬🇲
岡比亞國旗	岡比亞國旗 🇬🇲
岡比亞旗	岡比亞旗 🇬🇲
岩石	岩石 🪨
峨眉月	峨眉月 🌒 🌙
峰雪	峰雪 🏔
島	島 🌴 🏝 🏝️
島國	島國 🗾
島嶼	島嶼 🌴 🗾
崇拜	崇拜 🥰 🙇🏻
崇拜女	崇拜女 🙇🏻‍♀️
崇拜男	崇拜男 🙇🏻‍♂️
崔萊頓	崔萊頓 🔱
崔頓	崔頓 🔱
州際	州際 🛣
州際公路	州際公路 🛣
巡航	巡航 🚢 🛳
巡邏警車	巡邏警車 🚓 🚔
巡邏車	巡邏車 🚓 🚔
巢	巢 🕸 🪹 🪺
工人	工人 👨‍🏭 👨‍💻 👨‍💼 👨‍🔧 👨‍🔬 👩‍🏭 👩‍💻 👩‍💼 👩‍🔧 👩‍🔬 👷 👷‍♀️ 👷‍♂️ 👷🏻 🧑🏻‍🏭
工人女	工人女 👩🏻‍🏭 👷🏻‍♀️
工人男	工人男 👨🏻‍🏭 👷🏻‍♂️
工作人員	工作人員 👨‍💼 👩‍💼
工作室	工作室 🎙
工作犬	工作犬 🐕‍🦺
工具盒	工具盒 🧰 🛠️
工具箱	工具箱 🧰 🛠️
工匠	工匠 👨‍🎨 👩‍🎨
工地	工地 ⛑️️ 🏗 🏗️ 🔨
工地帽	工地帽 👷‍♀️ 👷‍♂️
工地標誌	工地標誌 🚧
工字釘	工字釘 📌
工廠	工廠 🏭
工廠仔	工廠仔 👨‍🏭
工廠女工	工廠女工 👩‍🏭
工廠妹	工廠妹 👩‍🏭
工廠工人	工廠工人 👨‍🏭 👩‍🏭 🧑‍🏭
工廠廠房	工廠廠房 🏭
工廠男工	工廠男工 👨‍🏭
工業	工業 🏭
工業建築	工業建築 🏭
工業建築物	工業建築物 🏭
工業的	工業的 🏭
工程	工程 🚧
工程師	工程師 👨‍💻 👨‍🔧 👩‍💻 👩‍🔧 👷🏻 🧑🏻‍💻
工程師女	工程師女 👩🏻‍💻 👷🏻‍♀️
工程師男	工程師男 👨🏻‍💻 👷🏻‍♂️
工薪階層	工薪階層 🧑🏻‍💼
工薪階層女	工薪階層女 👩🏻‍💼
工薪階層男	工薪階層男 👨🏻‍💼
工藝師	工藝師 👨‍🎨 👩‍🎨
工資支票	工資支票 💰
工頭	工頭 👷‍♀️ 👷‍♂️
左	左 ⏪ ⏮️ ◀️ ⬅️ 👈 🔛 🖋 🫲🏻
左上	左上 ↖️
左上方	左上方 ↖️
左上方箭嘴	左上方箭嘴 ↖️
左上方箭頭	左上方箭頭 ↖️
左上箭嘴	左上箭嘴 ↖️
左上箭嘴按鈕	左上箭嘴按鈕 ↖️
左上箭頭	左上箭頭 ↖️
左上箭頭按鈕	左上箭頭按鈕 ↖️
左下	左下 ↙️
左下方	左下方 ↙️
左下方箭頭	左下方箭頭 ↙️
左下箭嘴	左下箭嘴 ↙️
左下箭嘴按鈕	左下箭嘴按鈕 ↙️
左下箭頭	左下箭頭 ↙️
左下箭頭按鈕	左下箭頭按鈕 ↙️
左側	左側 👈
左側有箭嘴的iPhone	左側有箭嘴的iPhone 📲
左側有箭嘴的手提電話	左側有箭嘴的手提電話 📲
左側有箭嘴的電話	左側有箭嘴的電話 📲
